Date,Sector,Close,High,Low,Open,Volume
2021-01-04,Tech,208.4065399169922,213.4900908644091,205.64935379985505,213.04013300201316,37130100
2021-01-05,Tech,208.6075439453125,209.20111368086066,206.50136692413275,207.9948376371862,23823000
2021-01-06,Tech,203.1985321044922,207.25772123205837,202.90175448912245,203.12194197664303,35930700
2021-01-07,Tech,208.98095703125,209.98618241670528,204.5962852345555,204.91219943951467,27694500
2021-01-08,Tech,210.2542266845703,211.17329358978736,207.77468161014076,209.35431096289832,22956200
2021-01-11,Tech,208.21510314941406,209.57454522836616,207.48750414372483,209.15330677414084,23031300
2021-01-12,Tech,205.7642364501953,207.84170898199775,204.22290942349233,207.26729032493492,23249300
2021-01-13,Tech,207.1140899658203,207.51617714350778,204.80686188159456,204.8930348974412,20087100
2021-01-14,Tech,203.9356689453125,208.1863254557164,203.66761084177992,206.70242299168677,29480800
2021-01-15,Tech,203.5814666748047,205.36214696231852,202.98791144832447,204.41437517914176,31746500
2021-01-19,Tech,207.20986938476562,207.72683453458131,203.562350037291,204.63458270836028,30480900
2021-01-20,Tech,214.77291870117188,216.1610798929583,208.02356612474742,208.4160850006806,37777300
2021-01-21,Tech,215.3760986328125,216.64938219947808,212.93484110598976,215.11760876082386,30709400
2021-01-22,Tech,216.3142547607422,220.25856538753118,216.1706574233892,217.39607006237097,30172700
2021-01-25,Tech,219.74160766601562,219.98094632418085,214.6580569038777,219.34908876068727,33152100
2021-01-26,Tech,222.4221954345703,224.19329267545595,220.26814758976505,221.9722376050097,49169600
2021-01-27,Tech,222.9678955078125,230.1863578583069,220.32560189282918,227.85041013975058,69870600
2021-01-28,Tech,228.74072265625,232.29251457356312,225.064484577097,225.56231304867134,49111200
2021-01-29,Tech,222.0679931640625,227.86956006122185,221.4840062376579,225.9261312717925,42503100
2021-02-01,Tech,229.4300079345703,232.15847419618686,222.51790703934128,225.03575413510322,33314200
2021-02-02,Tech,229.29598999023438,231.97658573343273,228.51096683153912,231.00966286740996,25916300
2021-02-03,Tech,232.63719177246094,234.63805958670622,229.05667994059564,229.35347216795947,27158100
2021-02-04,Tech,231.68939208984375,232.86694881954378,230.11933105831628,232.31168137316456,25296100
2021-02-05,Tech,231.8712921142578,232.90523688390178,230.16720201467962,231.9000115849641,18054800
2021-02-08,Tech,232.12982177734375,233.28821291606334,230.54060928798327,232.78081603578534,22211900
2021-02-09,Tech,233.3743438720703,234.32211561321034,231.0862668747444,231.55536129754788,23565000
2021-02-10,Tech,232.46485900878906,235.43264960639695,230.61715697080717,234.55188509696072,22186700
2021-02-11,Tech,234.06362915039062,234.69547207814844,231.8234083059105,234.3412555541554,15751100
2021-02-12,Tech,234.5423126220703,234.83909021572526,232.37868184084263,233.52750445837592,16561100
2021-02-16,Tech,233.30734252929688,235.63372209695896,232.56060701574452,234.5806260608858,26728500
2021-02-17,Tech,234.32444763183594,234.429999771811,231.1962886570467,231.56092598454555,21653500
2021-02-18,Tech,233.9310302734375,234.06536803282074,231.1195276514465,232.0215160251843,16925600
2021-02-19,Tech,231.2250518798828,233.99817822515038,230.46699168209992,233.89262609539767,25262600
2021-02-22,Tech,225.02630615234375,228.30799807606732,223.0016349040027,227.81862797364326,36446900
2021-02-23,Tech,223.83648681640625,225.33339754887209,219.48007774451878,221.01537906288905,30228700
2021-02-24,Tech,225.06468200683594,225.68838982058668,219.73912389245297,220.7082737093452,26339700
2021-02-25,Tech,219.72955322265625,225.10307807896038,218.66444150450877,222.69458880716616,39542200
2021-02-26,Tech,222.98248291015625,225.85155697990797,220.25732229386043,222.16685132625005,37819200
2021-03-01,Tech,227.35806274414062,227.86662818043706,223.72132352037755,226.36011252225157,25324000
2021-03-02,Tech,224.41220092773438,227.70349799818933,224.00918764921863,227.4252175123957,22812500
2021-03-03,Tech,218.35739135742188,224.1339445433861,218.06952053441296,222.77137159897669,34029500
2021-03-04,Tech,217.56092834472656,223.08800061349675,215.19081513202866,217.57053331073425,44727800
2021-03-05,Tech,222.23402404785156,223.83648692978852,217.30188796036578,220.23813818964663,41872800
2021-03-08,Tech,218.1942596435547,223.93242202512073,217.9447794153884,222.0133028006234,35267400
2021-03-09,Tech,224.3258056640625,225.86110663126547,222.30113465139974,223.4622080210828,33080500
2021-03-10,Tech,223.0208282470703,227.41561273111648,222.65619093371328,227.41561273111648,29746800
2021-03-11,Tech,227.54037475585938,229.4978699157633,224.83440963059357,225.4581321614422,29907600
2021-03-12,Tech,226.21617126464844,226.28334746335574,223.79807702037834,224.54653232236623,22653700
2021-03-15,Tech,225.314208984375,225.6788463527636,222.43552990775498,225.45815172323736,26034900
2021-03-16,Tech,228.096923828125,230.3518801512368,226.39849920018347,226.7247459571365,28092200
2021-03-17,Tech,227.45396423339844,228.902908364982,223.79804509330785,226.59995691364423,29562100
2021-03-18,Tech,221.3896026611328,224.719275803559,221.01537498492127,223.15518889547872,34833000
2021-03-19,Tech,221.03456115722656,223.06882283713475,220.07500155097284,221.67746433641042,46430700
2021-03-22,Tech,226.4464569091797,227.31964494665482,220.8330278477673,220.95777527099935,30127000
2021-03-23,Tech,227.9722137451172,231.30188734510514,227.4828435295049,227.88585687913624,31638400
2021-03-24,Tech,225.9379425048828,228.37521779869715,225.8036047271406,228.2312896945875,25620100
2021-03-25,Tech,222.94407653808594,227.35805660601366,222.20522617954543,225.78437942941395,34061900
2021-03-26,Tech,226.9166717529297,227.13738102401882,222.18604950172028,222.18604950172028,25479900
2021-03-29,Tech,225.72682189941406,227.22373264099474,222.50270082457934,227.02221866806568,25227500
2021-03-30,Tech,222.47389221191406,224.39301135235166,221.75422253424998,224.08594526185743,24792000
2021-03-31,Tech,226.23533630371094,229.4306710387862,222.99202066764897,223.49099568282355,43623500
2021-04-01,Tech,232.5492401123047,233.01941487523698,228.42313152149347,228.82614473617056,30338000
2021-04-05,Tech,238.99754333496094,239.8515508888239,232.8851380428422,232.94270928260747,36910600
2021-04-06,Tech,237.83644104003906,239.31415636924692,236.89607673963405,237.59655114205796,22931900
2021-04-07,Tech,239.7939453125,240.78229055854658,237.19354691855074,237.78846920288845,22719800
2021-04-08,Tech,243.0084991455078,243.8625067108341,241.80904949523384,242.54791457948403,23625200
2021-04-09,Tech,245.5033416748047,245.63767943978883,242.23123976274744,242.64384338315648,24326800
2021-04-12,Tech,245.56089782714844,247.24973207374578,244.32305775852038,244.40942924919764,27148700
