Date,Sector,Close,High,Low,Open,Volume
2021-01-04,Tech,38.17303466796875,39.70096122762374,37.8157414410783,39.43972311005681,24171000
2021-01-05,Tech,38.43157958984375,38.547384055241274,37.91987699850745,38.15777339672826,15069000
2021-01-06,Tech,38.194580078125,39.01330353196518,37.752899193636715,38.000671981808814,17226000
2021-01-07,Tech,39.804195404052734,39.91192135315861,38.6560067125654,38.78707436841718,21267000
2021-01-08,Tech,40.00618362426758,40.396694914512175,39.378676606107575,40.128275549585695,15271000
2021-01-11,Tech,40.016963958740234,40.28807506254393,39.53757876205524,39.55463643012459,11660000
2021-01-12,Tech,40.34282302856445,40.82490317679744,40.00258756350575,40.197392846035186,13846000
2021-01-13,Tech,40.5062141418457,40.71089584470207,40.227921818050426,40.424521591834186,13118000
2021-01-14,Tech,40.58341979980469,41.16065445060936,40.51698702894267,40.71269299261206,19692000
2021-01-15,Tech,40.02503967285156,40.397596103250514,39.55912325159374,40.23421098242751,18165000
2021-01-19,Tech,41.22978210449219,41.24953488824275,40.24318397907573,40.24318397907573,18819000
2021-01-20,Tech,41.46408462524414,41.81509374233748,40.846450629328416,41.25222166169269,14710000
2021-01-21,Tech,41.90755844116211,42.1454547951599,41.33122106578911,41.48472975992605,15749000
2021-01-22,Tech,41.7459716796875,41.973097857862456,41.508972534793934,41.62926999400009,16248000
2021-01-25,Tech,41.72532272338867,42.19303694434862,40.943406405640275,42.15353823062265,14692000
2021-01-26,Tech,41.642738342285156,41.92641749720312,41.464090027225396,41.53321449747443,10742000
2021-01-27,Tech,39.921791076660156,41.0223989397354,39.635416874941974,40.89492365411456,21857000
2021-01-28,Tech,40.55379104614258,41.15885693871644,40.1309623637072,40.894029955075936,16946000
2021-01-29,Tech,40.442474365234375,41.12474667228336,40.184828644103874,40.38861310515674,22069000
2021-02-01,Tech,41.90038299560547,42.131995340103,40.719876796222835,40.922760621240386,17027000
2021-02-02,Tech,42.8106803894043,42.818758895234424,42.013500694126755,42.17150243299504,16141000
2021-02-03,Tech,41.76123046875,42.957896920230354,41.7073657871317,42.81515842480584,17857000
2021-02-04,Tech,42.249603271484375,42.29718392500865,41.06909691606213,41.295322479025565,15243000
2021-02-05,Tech,41.83484649658203,42.814263230707844,41.77649223258285,42.58175025485756,12488000
2021-02-08,Tech,42.43543243408203,42.50006733009307,41.796251050391675,42.08083088818531,17610000
2021-02-09,Tech,42.60868453979492,42.65895687548411,42.069150737649444,42.372582638449195,12758000
2021-02-10,Tech,42.19752883911133,42.865435207601266,41.78816543522716,42.84029903847923,14587000
2021-02-11,Tech,42.946224212646484,43.03240632969423,42.12031625290892,42.52429278622916,17123000
2021-02-12,Tech,43.65812683105469,43.72096725622101,42.63202658947374,42.94533490871307,13551000
2021-02-16,Tech,43.91038513183594,44.417601530663205,43.72096662792043,44.06748961704037,15163000
2021-02-17,Tech,43.31340789794922,43.64017815539402,42.64729587168799,43.47050898325922,14084000
2021-02-18,Tech,43.383426666259766,43.576437536429026,42.653577024076625,43.11141493088345,16715000
2021-02-19,Tech,43.984901428222656,44.44992404537319,43.69852713731533,43.74161820809031,17992000
2021-02-22,Tech,42.763999938964844,43.68416537263239,42.670636521367776,43.449861309668904,16967000
2021-02-23,Tech,42.36360549926758,42.60778934088527,40.94161063701632,42.2953782655002,21303000
2021-02-24,Tech,43.16976547241211,43.217342694026854,41.5341097012911,41.98476971948985,15125000
2021-02-25,Tech,41.04035949707031,43.03510279490195,40.865303550643354,42.619455363748955,23148000
2021-02-26,Tech,42.18137741088867,42.710137730987576,41.361756621580746,41.971308852923435,22640000
2021-03-01,Tech,43.95079040527344,43.98849466489367,42.539568938706374,43.06383964840495,24677000
2021-03-02,Tech,43.13654708862305,44.06569155749748,43.054854537401056,44.02170326068564,18546000
2021-03-03,Tech,41.570011138916016,43.215539546272936,41.47215817287615,42.91121045223413,23991000
2021-03-04,Tech,39.8221549987793,41.9237273204374,39.62824689768859,41.44523939841459,34575000
2021-03-05,Tech,40.41017150878906,40.93623676274721,38.871471050619334,40.77913565657773,42414000
2021-03-08,Tech,37.8166389465332,40.2144620175738,37.63799061951917,40.1130166710686,45243000
2021-03-09,Tech,39.82304763793945,40.11929485491448,38.65600681660397,39.112947438844884,37884000
2021-03-10,Tech,39.28351593017578,40.75937555716275,39.05998209032348,40.15969639295929,19914000
2021-03-11,Tech,40.72885513305664,41.0663989919056,39.68749503519528,40.30961871538576,26170000
2021-03-12,Tech,40.50263214111328,40.710902804008015,39.90564459520034,39.98105311579396,18906000
2021-03-15,Tech,42.26217269897461,42.30346931039327,40.68397367122127,40.862622010874404,31241000
2021-03-16,Tech,42.927371978759766,43.44984806554763,41.96052341872928,42.30704292343409,31190000
2021-03-17,Tech,43.413063049316406,43.74342571487812,42.19395156232425,42.21998497185063,23754000
2021-03-18,Tech,41.66787338256836,43.391502360707904,41.6319635893872,42.60240468914804,28728000
2021-03-19,Tech,42.92636489868164,43.12721762428905,41.084311819864965,41.3512123599261,108602000
2021-03-22,Tech,43.000553131103516,43.54339664085125,42.67394140023448,42.786129841213715,31805000
2021-03-23,Tech,41.98543930053711,43.008702573435016,41.85787177741502,42.864848292518076,24712000
2021-03-24,Tech,41.371116638183594,42.52194727392605,41.33492614900122,42.473090458661346,20882000
2021-03-25,Tech,41.771915435791016,41.98181751720741,40.65094209836263,41.16211982832191,17537000
2021-03-26,Tech,43.61216354370117,43.69901934623628,41.31412246291807,41.31412246291807,28925000
2021-03-29,Tech,42.75990295410156,43.53255244493753,42.36633907406128,43.46379188280164,28410000
2021-03-30,Tech,41.270687103271484,41.98000476070083,40.859932330370924,41.96914692451731,27935000
2021-03-31,Tech,41.94924545288086,42.25776194575514,40.930507019843155,41.52763627239256,28684000
2021-04-01,Tech,43.06117248535156,43.118170950944474,42.450469216218366,42.7101323441232,23528000
2021-04-05,Tech,44.1948127746582,44.29976381112419,43.139883845519044,43.45473350360204,22966000
2021-04-06,Tech,43.77772521972656,44.171285539296115,43.2231162016156,43.7098689211169,18063000
2021-04-07,Tech,43.65016174316406,43.781349689240514,43.24664776290901,43.42850101766985,12074000
2021-04-08,Tech,43.92339324951172,44.14957863792008,43.43845241180618,44.14957863792008,18121000
2021-04-09,Tech,43.888099670410156,43.908003401443466,43.114546185463425,43.42758731814642,16614000
2021-04-12,Tech,43.7596321105957,43.91796118086262,43.30092820341391,43.60220728482819,23247000
2021-04-13,Tech,43.876346588134766,44.171292539095376,43.45383312246645,43.87996701784443,15281000
2021-04-14,Tech,43.183319091796875,44.25905618189998,42.99241992651422,43.65107243594628,18220000
2021-04-15,Tech,43.42758560180664,43.63657994636833,43.13626015181156,43.57596451125089,18370000
2021-04-16,Tech,43.318115234375,43.58863272145257,43.13626201852417,43.4710153723231,16263000
2021-04-19,Tech,41.79906463623047,43.13808185497373,41.62264029178454,43.11365344404239,26319000
2021-04-20,Tech,41.37021255493164,41.801771887945605,41.12411998858411,41.61901440357165,19128000
2021-04-21,Tech,41.59911346435547,41.64887452768929,40.94860266262949,41.18564589691257,25947000
2021-04-22,Tech,41.175697326660156,41.721253652331725,40.62290014130908,41.174789630713676,27057000
2021-04-23,Tech,42.1727180480957,42.328334399521424,41.391927008528626,41.48149554081367,22890000
2021-04-26,Tech,42.69023132324219,42.86936838325356,41.941102668459735,42.25323960795242,18271000
2021-04-27,Tech,42.1926155090332,42.90826631894504,42.07590585130457,42.85760101922135,13267000
2021-04-28,Tech,41.54573059082031,42.158242391245686,41.26073824318167,42.10395665541755,15940000
2021-04-29,Tech,42.18719482421875,42.49480708654365,41.530350890943524,42.49480708654365,14650000
2021-04-30,Tech,41.27430725097656,41.684157810890675,41.06078819664782,41.59187309887283,19367000
2021-05-03,Tech,40.72604751586914,41.603648170296005,40.557764794816755,41.59550306433231,15098000
2021-05-04,Tech,40.21937942504883,40.50527946569913,39.56525167323864,40.46185156773561,23497000
2021-05-05,Tech,40.15513610839844,40.843645733715846,40.023043949866896,40.7504567918375,16388000
2021-05-06,Tech,40.58489990234375,40.631040536308554,39.79415525351345,40.15243284131002,13495000
2021-05-07,Tech,40.94679260253906,41.47154435890386,40.64098882618023,41.128645847616916,11712000
2021-05-10,Tech,39.455780029296875,40.58037381728388,39.425922701856294,40.566803246078656,25239000
2021-05-11,Tech,39.81496047973633,39.96786063865156,38.275090699522124,38.451515021752016,17887000
2021-05-12,Tech,38.214473724365234,38.98169419378479,37.92133971798785,38.83965186484152,29940000
2021-05-13,Tech,38.95816421508789,39.33996241850638,38.50941051244392,38.89392490028976,21841000
2021-05-14,Tech,39.955204010009766,40.27186569312922,39.089368944388006,39.482025151824445,16964000
2021-05-17,Tech,39.80320739746094,40.00225168346824,39.16084159429389,40.00225168346824,15725000
2021-05-18,Tech,39.24225616455078,40.21032924032209,39.200636760140256,40.16328091783065,17824000
2021-05-19,Tech,39.9642448425293,40.0348138832455,38.51484779191198,38.54198893419164,21369000
2021-05-20,Tech,41.165748596191406,41.55478781507386,40.29086420173273,40.328863188619906,21886000
2021-05-21,Tech,40.8255615234375,41.436261429151116,40.6536584060985,41.436261429151116,13216000
2021-05-24,Tech,41.544822692871094,41.83886436294779,41.28878345045282,41.339448752244266,14420000
2021-05-25,Tech,41.57649230957031,41.88591651817436,41.30145355382193,41.79001137274092,9600000
2021-05-26,Tech,41.662437438964844,41.80810017248232,41.213687158189025,41.68777008827223,9873000
2021-05-27,Tech,42.31294250488281,42.381703036921216,41.586433971270985,41.618099778702216,19098000
2021-05-28,Tech,42.7336540222168,42.94083989500474,42.31294911416542,42.522847720307986,19946000
2021-06-01,Tech,42.36996078491211,43.24665366449985,42.269534398448826,43.015039314057745,16277000
2021-06-02,Tech,42.86032485961914,43.21950669540747,42.4749026735171,42.688421746581454,13286000
2021-06-03,Tech,42.05238723754883,42.501141038657096,41.91305764492946,42.41428524158355,20389000
2021-06-04,Tech,42.9752311706543,43.282843489717926,42.47943241048549,42.56809671140601,23865000
2021-06-07,Tech,41.96010208129883,42.92817871423278,41.84158392028009,42.79427459043531,24142000
2021-06-08,Tech,41.93748474121094,42.73908372163009,41.93567625212875,42.34642760926292,16615000
2021-06-09,Tech,41.973670959472656,42.26861686166219,41.77372249415656,42.26861686166219,12126000
2021-06-10,Tech,42.402523040771484,42.48123373386973,41.6371110767633,42.115718752581344,15413000
