Date,Sector,Close,High,Low,Open,Volume
2021-01-04,Tech,217.12228393554688,220.51251222794806,212.59870126030512,219.41857245962103,10319900
2021-01-05,Tech,218.31480407714844,219.77338556442263,214.83588128448318,216.31417759993894,8657200
2021-01-06,Tech,213.02249145507812,217.270142135105,212.6578498454779,214.8457295790946,9789800
2021-01-07,Tech,214.82598876953125,217.46721900046438,213.36740746952668,213.88973756421763,8443100
2021-01-08,Tech,218.82725524902344,219.10321771181535,216.04806617425712,216.81677900587377,7301700
2021-01-11,Tech,215.09210205078125,217.38839067219578,213.10132557831764,216.45213939824737,7199000
2021-01-12,Tech,212.40159606933594,215.14137041087216,210.99227924642716,214.84570817184178,10736000
2021-01-13,Tech,215.0231170654297,215.7327004917916,212.411466286464,213.86019786211895,6839200
2021-01-14,Tech,212.48045349121094,216.32401772255926,212.43117394198708,215.07238935470704,6548000
2021-01-15,Tech,210.05604553222656,214.71760225905572,209.90822191939134,213.0422028155576,8525600
2021-01-19,Tech,213.6236572265625,214.1361374686352,210.60793529383966,212.2340701856068,7753800
2021-01-20,Tech,220.20701599121094,221.389650006086,216.78722273150905,218.77799926331994,9857700
2021-01-21,Tech,218.95538330078125,221.48820475911435,217.6249256994139,220.45339437715722,6785900
2021-01-22,Tech,222.50326538085938,224.49402652303948,220.51248920067454,221.64584346516327,10186100
2021-01-25,Tech,222.65110778808594,226.96773733473702,218.1176753089146,226.36656296882444,8213500
2021-01-26,Tech,222.9862060546875,224.61234098981765,221.29109177940438,224.50393199414233,5021000
2021-01-27,Tech,221.52760314941406,224.5137601507865,218.37390772331185,220.46322812347844,7641100
2021-01-28,Tech,223.2227325439453,226.27788412597474,221.74443630193244,221.74443630193244,7246000
2021-01-29,Tech,222.29632568359375,225.4795859690046,219.7930840588387,221.40935397543808,6473000
2021-02-01,Tech,225.15438842773438,226.5735402438858,221.49806229547724,223.9224748443335,5696700
2021-02-02,Tech,230.81129455566406,232.53597333762698,228.0321057096353,228.1207998664435,7134900
2021-02-03,Tech,231.42236328125,232.5852824753833,228.89939165298057,231.5997516174368,5357600
2021-02-04,Tech,234.53663635253906,234.78301907436776,232.0629592390617,232.11223879102903,4770700
