Date,Sector,Close,High,Low,Open,Volume
2021-01-04,Tech,125.85671997070312,129.94139522635723,123.27948103610497,129.85386996883645,143301900
2021-01-05,Tech,127.41273498535156,128.12270140194101,124.90357459038079,125.35095048522051,97664900
2021-01-06,Tech,123.12384033203125,127.4516575492309,122.9098798620693,124.21309026097016,155088000
2021-01-07,Tech,127.32524108886719,128.0157526782517,124.34926390945633,124.83553507837492,109578200
2021-01-08,Tech,128.42422485351562,128.98830121735807,126.65419059044255,128.79378086858412,105158200
2021-01-11,Tech,125.43852233886719,126.5958502406681,124.97170611320489,125.64276278499334,100384500
2021-01-12,Tech,125.26342010498047,126.12898194346823,123.3766861370868,124.97165451946248,91951100
2021-01-13,Tech,127.2960433959961,127.84066463408008,124.96194813568883,125.22452383559776,88636800
2021-01-14,Tech,125.37041473388672,127.40302430824103,125.22452450445344,127.2085188421458,90221800
2021-01-15,Tech,123.64903259277344,126.64446478265978,123.51287725867944,125.24400143779671,111598500
2021-01-19,Tech,124.320068359375,125.17591022451418,123.45450641479232,124.27143828252557,90757300
2021-01-20,Tech,128.4047393798828,128.85211530015263,125.02029683978466,125.127277070296,104319500
2021-01-21,Tech,133.11183166503906,135.83495249636564,129.92189478371253,130.12613515298327,120150900
2021-01-22,Tech,135.25149536132812,136.01007733964045,131.31269518789352,132.53809342059313,114459400
2021-01-25,Tech,138.99571228027344,141.1061268129052,132.790889061693,139.14160249614895,157611700
2021-01-26,Tech,139.22915649414062,140.3378541007655,137.48829750104505,139.65707747210416,98390600
2021-01-27,Tech,138.15936279296875,140.33786298237393,136.5546738638665,139.49174105337266,140843800
2021-01-28,Tech,133.32583618164062,138.09130292156465,132.94654523318187,135.6891219680526,142621100
2021-01-29,Tech,128.336669921875,132.98542025799577,126.63472114242195,132.10040333112443,177523800
2021-02-01,Tech,130.4568328857422,131.66279076657688,127.33496534929878,130.07754195512933,106239800
2021-02-02,Tech,131.2834930419922,132.56724118693242,130.91392221186754,132.0031648608857,83305400
2021-02-03,Tech,130.26229858398438,132.0420525079875,129.94135789213308,132.03231758895785,89880900
2021-02-04,Tech,133.61758422851562,133.6273043090521,130.8944628567243,132.55751669715318,84183100
2021-02-05,Tech,133.20364379882812,133.84648451427685,132.32705363193958,133.77831254493844,75693800
2021-02-08,Tech,133.34970092773438,133.39840366543814,131.41144491824002,132.49258030251252,71297200
2021-02-09,Tech,132.47311401367188,134.29449558670797,132.3172860388913,133.06725182462114,76774200
2021-02-10,Tech,131.86924743652344,133.42764614924684,130.9049865610518,132.93089894279558,73046600
2021-02-11,Tech,131.61599731445312,132.84322611365104,130.2913630347836,132.3659630385237,64280000
2021-02-12,Tech,131.8497314453125,132.00557425125427,130.21342656888774,130.85626699690658,60145100
2021-02-16,Tech,129.72645568847656,132.47311511495084,129.33684859330893,131.96664818421948,80576300
2021-02-17,Tech,127.43756866455078,128.781687221056,126.10319957479774,127.83691038959827,97918500
2021-02-18,Tech,126.33698272705078,126.61943492722637,124.09678975209331,125.84023543219843,96856700
2021-02-19,Tech,126.49280548095703,127.31097309084008,125.45063790347744,126.85319396385569,87668800
2021-02-22,Tech,122.72343444824219,126.34669893995918,122.33383475744539,124.68116007602796,103916400
2021-02-23,Tech,122.58708953857422,123.41498433079913,115.31134105569778,120.54170021925478,158273000
2021-02-24,Tech,122.09033966064453,122.29487783267318,119.05147832650884,121.69100535268275,111039900
2021-02-25,Tech,117.84371185302734,123.17146835413952,117.4054168564186,121.43775757680415,148199500
2021-02-26,Tech,118.10669708251953,121.60333738053185,118.04825229910983,119.40210545733144,164560400
2021-03-01,Tech,124.46688079833984,124.60323956834041,119.59690349547498,120.53193824590555,116307900
