Date,Close,High,Low,Open,Volume
1/4/2021,135.0596313,135.8190763,133.0143236,135.6982567,11765900
1/5/2021,136.647583,137.0100419,133.8255791,134.843914,9602300
1/6/2021,137.9334564,138.2786516,135.2495227,135.6982869,8230100
1/7/2021,138.3994904,138.9690743,136.6562375,137.217183,7747200
1/8/2021,138.1147003,139.0294926,137.9766301,138.5203119,8228900
1/11/2021,137.5364532,139.2193156,137.0186606,138.5634265,7066200
1/12/2021,136.4663696,137.7867603,135.7759661,137.3466213,6903200
1/13/2021,136.2592468,136.7511638,135.2754261,136.552664,6643100
1/14/2021,138.641098,139.7630019,137.7435828,138.4685005,10030800
1/15/2021,138.3390656,139.2969972,137.3120922,138.3390656,7630800
1/19/2021,140.4793091,140.7036846,139.0294736,139.8061693,9057600
1/20/2021,140.1341095,141.6529865,139.6335673,140.8417635,6839900
1/21/2021,139.5731506,140.2204014,138.1319405,139.2193302,6818000
1/22/2021,141.1437988,142.5332308,139.6939505,140.1168257,8137000
1/25/2021,143.240921,143.3358517,141.2387653,142.4038089,9924400
1/26/2021,147.1244049,149.8601165,146.183737,146.4512652,14205700
1/27/2021,144.8806,147.504117,144.5095027,145.9507127,14207300
1/28/2021,145.98526,147.4523592,144.8115781,145.1567732,8944400
1/29/2021,140.7813568,143.2581655,138.5548127,141.756539,22505900
2/1/2021,140.4189148,142.6627098,140.3239841,142.6627098,9971400
2/2/2021,139.1588898,141.238725,139.0984734,140.9970858,11443300
2/3/2021,138.511673,139.3919378,137.7090883,138.8913956,8601900
2/4/2021,139.7975464,139.8838386,137.8730445,138.9431706,7758100
2/5/2021,141.920517,142.7748927,141.4113495,142.2743506,9495300
2/8/2021,142.3261261,143.1891271,141.4286108,142.4210567,6035300
2/9/2021,143.4912109,143.7673645,142.3693068,142.5677933,5544200
2/10/2021,143.9571991,144.9323945,142.9992674,144.8892418,5921300
2/11/2021,143.309967,144.4491349,142.9129939,144.1211902,4871300
2/12/2021,143.7587433,143.9917573,141.5321986,141.8773938,4413100
2/16/2021,142.4555817,144.16432,142.0844844,143.7587084,5656100
2/17/2021,142.9647522,143.3358363,141.8428482,142.3692794,6676700
2/18/2021,143.0337677,143.3962265,141.7910444,142.3606281,5189100
2/19/2021,140.6519012,143.2236537,140.591498,142.9129729,8190900
2/22/2021,140.5650482,141.1468628,139.1930025,140.5650482,6447100
2/23/2021,139.323288,141.7113398,139.2885452,140.2263999,7042800
2/24/2021,141.1903076,142.7533988,139.7401104,141.0253128,10286100
2/25/2021,141.3379059,142.1541874,140.669261,141.6592164,9719700
2/26/2021,137.6038971,141.0340053,137.1783849,140.6779653,14417500
3/1/2021,138.350708,140.2698259,138.1509705,140.2003537,10551400
3/2/2021,138.09021,139.6185586,137.7254908,138.750176,7610900
3/3/2021,135.6587219,137.9859808,135.5197775,137.4215374,8499600
3/4/2021,132.9233246,135.5545227,131.5339072,135.4590001,11033200
3/5/2021,135.5545197,136.0668622,132.9754225,133.7135397,8331600
3/8/2021,136.6833496,138.3593341,135.4502485,136.336002,6546700
3/9/2021,136.9439392,139.5925089,136.2405514,136.2405514,7461300
3/10/2021,138.203064,138.8543508,136.6486652,137.9165094,6635600
3/11/2021,138.1943817,139.4882763,138.0033365,138.5417294,6305600
3/12/2021,138.5938721,139.2104163,138.237832,138.3159833,5474800
3/15/2021,139.3058929,139.5143095,137.6386004,138.7240784,5524100
3/16/2021,140.1308899,140.4000864,139.1496266,139.3406718,6369100
3/17/2021,139.6098633,140.4435031,138.5330642,139.6619641,6001400
3/18/2021,139.3493195,140.2350732,138.9064492,139.1235448,4801800
3/19/2021,138.9759369,140.2437812,138.4809657,139.5403935,14891500
3/22/2021,139.3753815,139.5056335,137.2044254,137.4736218,7544100
3/23/2021,139.2451477,139.9832649,137.9686243,139.1235747,7178300
3/24/2021,140.5998077,141.0947789,138.7848916,139.0280376,6370100
3/25/2021,140.6519012,141.0687211,139.496951,141.060042,6269800
3/26/2021,143.2223206,143.3699572,140.1395733,140.7561174,7619200
3/29/2021,144.1862335,145.045937,142.0934416,142.2671155,8535100
3/30/2021,143.2917938,143.8562504,142.6144565,143.3004861,7236300
3/31/2021,142.718689,143.6218011,142.1542323,143.2484029,8281500
4/1/2021,141.3987274,142.275789,140.903743,141.1990031,7229700
4/5/2021,141.919754,143.0660254,141.251109,142.1021202,7387100
4/6/2021,141.885025,142.8663016,141.5463564,142.4842111,5074200
4/7/2021,142.0760651,142.6578798,141.82424,142.0239642,4608000
4/8/2021,141.5202789,142.5102343,141.4160773,142.4147117,5039400
4/9/2021,140.0266571,141.4855331,138.750134,140.7821455,8418300
4/12/2021,140.3653107,140.747401,139.2364111,139.8876978,5022800
4/13/2021,138.4896698,138.8804394,135.9279435,136.2145114,18424100
4/14/2021,138.8717194,139.0367141,136.8049649,137.0568032,7718300
4/15/2021,139.2799072,141.0166727,139.1409628,139.5664751,7524600
4/16/2021,140.8863525,141.1208062,139.4274633,140.1048005,9049400
4/19/2021,141.2771301,141.6418491,139.6706174,141.1121354,8353500
4/20/2021,144.5682983,145.7058772,139.8095665,139.8095665,14050700
4/21/2021,144.6638641,144.9417529,143.534964,144.4728189,6333200
4/22/2021,143.4393921,144.394618,142.9531001,144.0125276,7233000
4/23/2021,143.7346497,144.2035703,142.4147048,142.8749464,6015300
4/26/2021,142.5189362,143.639157,142.2063179,143.4654832,6027800
4/27/2021,141.7026367,142.3365654,141.0860926,142.2063001,6217700
4/28/2021,140.6606293,141.7200573,140.3740614,141.4248103,7448000
4/29/2021,142.5884094,142.6405103,140.5129757,140.5911269,6394300
4/30/2021,141.3118744,142.7012916,141.1295215,142.5449759,9079100
5/3/2021,143.4654694,143.560992,141.65054,142.0673731,6594100
5/4/2021,145.6885376,145.7580098,142.9965465,143.1354909,10179500
5/5/2021,145.0806732,146.2356103,144.8375139,145.4540713,7792300
5/6/2021,145.6624756,145.7927277,144.3599019,144.8375017,5529900
5/7/2021,146.3224487,146.9129425,145.7406341,146.1487749,5316200
5/10/2021,147.8595123,148.9536697,146.956387,147.5382017,8357500
5/11/2021,146.65242,148.3804925,146.1313853,148.1894473,8217900
5/12/2021,146.0619049,147.4513219,145.8448093,146.3571517,6758300
5/13/2021,147.590271,148.2328655,144.993803,144.993803,8018600
5/14/2021,147.8160553,149.0231063,147.7726335,148.9102124,5797700
5/17/2021,147.9636993,149.2662731,147.8942271,147.9723784,5722600
5/18/2021,148.0157928,148.8147031,147.2168825,147.607652,5846000
5/19/2021,147.6944885,147.7639607,145.9229809,147.5468651,5533800
5/20/2021,148.554184,149.0057333,147.355812,147.5729076,4853200
5/21/2021,148.4586792,150.004399,148.3805147,148.7799765,6501800
5/24/2021,149.0266418,149.7256847,148.3450787,149.3324639,5195100
5/25/2021,148.6159363,149.4460438,148.3188474,149.1314752,7444700
5/26/2021,147.7333679,148.6159011,147.0430585,148.5459955,5726400
5/27/2021,147.5061951,148.6945638,147.1304674,147.8994025,8114700
5/28/2021,147.890686,149.4285696,147.8207804,148.1266158,6400800
6/1/2021,144.6401825,148.7208289,144.5091178,148.6771362,10448400
6/2/2021,145.2255859,145.688699,144.2731469,144.4391711,6806000
6/3/2021,145.0858002,146.0557191,144.7974578,144.9547355,5808800
6/4/2021,145.0246582,146.4227442,144.9372728,145.9334048,6510300
6/7/2021,144.0372162,145.33045,143.8537256,145.0508276,5362800
6/8/2021,142.7702484,144.7537791,141.6168388,144.4217307,7746800
6/9/2021,144.6926117,144.8586359,143.0061832,143.294539,5552600
6/10/2021,145.9945374,146.4314374,145.0071389,145.0508315,6463100
6/11/2021,144.1421051,145.9945575,143.4954881,145.9858243,7389900
6/14/2021,144.5003662,144.5790184,143.2158786,143.7401641,4931300
6/15/2021,143.7313995,144.9285015,143.6440142,144.3780032,5062900
6/16/2021,143.6789551,144.8323777,142.8488476,144.0022702,6988500
6/17/2021,144.3692932,144.7887136,142.8663556,143.4692799,5874700
6/18/2021,141.5381927,143.4692976,141.3721685,142.6654028,12993000
6/21/2021,143.1634369,143.5304314,141.7740976,142.2284775,6592300
6/22/2021,142.9711761,143.3381706,142.6740873,143.0498283,5627800
6/23/2021,142.1061554,143.0323816,141.9750773,143.0323816,4493400
6/24/2021,142.7527313,143.4779871,142.2546722,142.6653593,4549200
6/25/2021,143.4867554,143.9848146,142.3333326,142.3770252,10963800
6/28/2021,143.3207245,144.2382174,142.8838244,143.687719,5604000
6/29/2021,143.3294525,143.8624712,142.7877006,143.3032396,3749500
6/30/2021,143.9498444,144.1508147,143.0148718,143.3032274,6151700
7/1/2021,145.0158997,145.059579,143.8537437,143.9498623,6320200
7/2/2021,147.6547699,147.9343924,144.7362801,145.0683285,9059900
7/6/2021,146.7722321,147.5499138,145.9159115,146.7198062,6098500
7/7/2021,148.0305023,148.1091411,146.3440609,146.3440609,6293500
7/8/2021,147.7421265,148.0741748,146.4314263,147.4100782,5755500
7/9/2021,148.3275909,148.8693428,147.8819576,147.9955426,6120900
7/12/2021,148.0916595,149.5771173,147.2702852,148.3101096,7840500
7/13/2021,147.9082031,148.3363568,147.3839175,147.6460603,4691200
7/14/2021,148.9130707,149.2713321,147.7072218,148.5460761,6162900
7/15/2021,147.1217346,148.4586479,146.5537698,147.9343757,6656900
